SENTENCE,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
It is high time for us that we need to re-evaluate how much money Hollywood actors pro-athletes and politicians make and instead pay the scientist and the doctors the salary they deserve,0,0,0.0,0.0,32,18.75,81.9,32,7,32,59,2,4.84375
7,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
Everyone should know how to cook The situation that has forced everyone to stay at home has forced many people to learn re-learn or re-ignite their love for cooking,1,0,0.9999990000010001,0.034482757431629055,29,24.137931034482758,75.2551724137931,29,7,29,56,0,4.689655172413793
Learning how to cook is to have one of the most important skills in life,1,0,0.9999990000010001,0.06666666222222252,15,13.333333333333334,34.13333333333333,15,2,15,23,0,3.8666666666666667
You depend on yourself,0,0,0.0,0.0,4,25.0,18.8,4,1,4,8,0,4.75
It teaches you self-sustainability and you save a lot of money,0,0,0.0,0.0,11,9.090909090909092,28.436363636363637,11,2,11,23,0,4.7272727272727275
These days hundreds of people sharing social media posts of their delicious meals,1,0,0.9999990000010001,0.07692307100591762,13,30.76923076923077,44.70769230769231,13,4,13,28,0,5.3076923076923075
They are re-discovering the wonders of eating in,1,0,0.9999990000010001,0.12499998437500197,8,25.0,29.200000000000003,8,2,8,16,0,5.125
8,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
The importance of talking to friends every day Now that we cant go out and keep busy the best way to combat loneliness is to be in regular contact with friends and family by chatting over the phone or video chatting,1,1,0.0,0.048780486615110086,41,9.75609756097561,89.90243902439025,41,4,41,63,1,4.2682926829268295
This is the time to have long talks and deep conversations,0,0,0.0,0.0,11,9.090909090909092,26.83636363636364,11,1,11,18,0,4.363636363636363
Dont forget human connection during these crucial times,0,0,0.0,0.0,8,25.0,32.0,8,2,8,18,0,6.0
Call your grandma,0,0,0.0,0.0,3,0.0,6.800000000000001,3,0,3,5,0,5.0
9,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
Learn to appreciate nature If you live near a spacious outdoor area like the desert or an empty road lined with trees and you realize it is the only safe surface-less space to take a walk in then you start to realize how beautiful nature actually is,5,1,0.6666665555555741,0.12765957175192402,47,23.404255319148938,108.96170212765958,47,11,47,92,0,4.319148936170213
The point is not to remain indoors but to avoid being in close contact with others,0,0,0.0,0.0,16,18.75,40.300000000000004,16,3,16,27,0,4.1875
When you do leave your home whether it is for a walk in the desert or a run on your street make sure to wipe down any surfaces with which you come into contact and at the same time also avoid touching your face and frequently wash your hands,0,1,-0.9999990000010001,0.020408162848813003,49,8.16326530612245,99.66530612244898,49,5,49,79,0,3.938775510204082
10,0,0,0.0,0.0,1,0.0,0.8,1,0,1,0,0,2.0
Learn how to be content alone It is so hard for some people to just be still and do nothing,0,1,-0.9999990000010001,0.04999999750000012,20,10.0,40.400000000000006,20,2,20,28,0,3.6
Being alone especially for extroverts can be exhausting and lonely,0,1,-0.9999990000010001,0.09999999000000101,10,40.0,42.400000000000006,10,4,10,22,0,5.7
Social distancing can be very difficult but it can also teach you a lot about yourself,0,1,-0.9999990000010001,0.06249999609375024,16,31.25,46.900000000000006,16,5,16,29,0,4.4375
You learn how to keep yourself busy,0,0,0.0,0.0,7,14.285714285714285,19.714285714285715,7,1,7,12,0,4.142857142857143
Your body and mind is your home and you have to learn how to love it and live with it,1,0,0.9999990000010001,0.04999999750000012,20,0.0,34.0,20,0,20,28,0,3.3
Conclusion It is rightly said that it is important to learn from the past,2,0,0.99999950000025,0.14285713265306196,14,14.285714285714285,34.91428571428571,14,2,14,21,0,4.285714285714286
The deadly Coronavirus disease that is taking the lives of so many people across the world has taught so many life lessons to the people living in it,0,1,-0.9999990000010001,0.035714284438775556,28,14.285714285714285,65.31428571428572,28,4,28,47,0,4.357142857142857
These lessons are not meant to be forgotten but are to be remembered by human beings in order to make the Earth a beautiful place to live in,1,0,0.9999990000010001,0.035714284438775556,28,7.142857142857142,58.85714285714286,28,3,28,48,0,4.035714285714286
Lastly I would like to conclude by mentioning that Stay at Home,1,0,0.9999990000010001,0.08333332638888948,12,16.666666666666664,31.866666666666664,12,2,12,19,1,4.333333333333333
Stay Safe,1,0,0.9999990000010001,0.499999750000125,2,0.0,3.6,2,0,2,3,0,4.0
Save Lives,0,0,0.0,0.0,2,0.0,4.0,2,0,2,4,0,4.5
Blackcoffer Insights 17 Snehasish Ghosh Darrang College Assam,0,0,0.0,0.0,8,37.5,39.400000000000006,8,3,8,16,0,6.75
Coronavirus now globally carrying the status of a pandemic has led to a worldwide crisis with its effects on the hospitality industry potentially heavier than those of 9/11 SARS and the financial crisis in 2008,1,2,-0.33333322222225925,0.0857142832653062,35,20.0,92.0,35,7,35,61,0,5.0285714285714285
know how Coronavirus Impact the Hospitality Industry This time however the hospitality industry has never experienced and sudden downturn,0,1,-0.9999990000010001,0.05263157617728546,19,21.052631578947366,63.22105263157895,19,5,19,42,0,6.2631578947368425
Putting the human at the Centre of the situation the virus generates fear and impacts us in a deeply emotional way that this generation has never felt,0,2,-0.99999950000025,0.07407407133058995,27,11.11111111111111,64.44444444444444,27,4,27,50,1,4.592592592592593
Covid-19 has made a massive impact in the world tourism and hospitality sector,0,0,0.0,0.0,13,23.076923076923077,40.430769230769236,13,3,13,24,0,5.076923076923077
The industry is passing through an unforeseen & unprecedented crisis,0,2,-0.99999950000025,0.19999998000000202,10,10.0,31.200000000000003,10,2,10,21,0,5.9
This has led to a socio-economic domino effect with a significant impact on the global tourism and hospitality industry,2,0,0.99999950000025,0.10526315235457093,19,26.31578947368421,58.12631578947369,19,5,19,39,0,5.315789473684211
Thus Coronavirus Impact on the Hospitality Industry,0,0,0.0,0.0,7,28.57142857142857,31.82857142857143,7,2,7,16,0,6.428571428571429
96% of all global destinations have imposed travel bans or restrictions by Jan 2020,0,0,0.0,0.0,15,13.333333333333334,38.53333333333333,15,3,15,23,0,4.666666666666667
The tourism & Hospitality Industry is one of the service industries which can help you enrich enlighten & provide self- satisfaction,2,0,0.99999950000025,0.09523809070294806,21,28.57142857142857,64.22857142857143,21,7,21,41,0,5.333333333333333
The industry contributes 10,0,0,0.0,0.0,4,0.0,10.8,4,1,4,7,0,6.0
3% of Global GDP which means providing 1 in 10 jobs in the world 2019 Statistics and 9,0,0,0.0,0.0,19,10.526315789473683,38.61052631578948,19,2,19,18,0,3.6315789473684212
2% of Indias GDP providing 1 in 4 new jobs in India Indian Statistics2018,0,0,0.0,0.0,15,33.33333333333333,42.53333333333333,15,5,15,20,0,4.0
With global industry growth 3,0,0,0.0,0.0,5,0.0,11.600000000000001,5,0,5,6,0,5.0
5% potentially providing 330 million jobs besides a significant source of foreign exchange is now standstill with un-paralleled and unforeseen impact United Nations World Tourism Organisations states that Any assessment of the impact of this unparalleled crisis on the tourism sector is quickly surpassed by the fast-changing reality,2,3,-0.199999960000008,0.10204081424406503,49,30.612244897959183,145.44489795918366,49,20,49,103,0,5.836734693877551
Considering the unparalleled and fast-evolving nature of the crisis it is extremely challenging to estimate the impact of COVID-19 on international tourism,1,2,-0.33333322222225925,0.13636363016528952,22,36.36363636363637,76.54545454545455,22,9,22,51,0,6.090909090909091
With the numbers rising every week approximately 75 million jobs are affected,0,0,0.0,0.0,12,16.666666666666664,37.46666666666666,12,3,12,24,0,5.5
This is also impacting local products and vulnerable communities whose survivals depend on the incoming of more and more tourists,0,1,-0.9999990000010001,0.04999999750000012,20,25.0,61.6,20,6,20,42,0,5.5
Spreading the impact almost all tourism allied industries and jobs are suffering,0,1,-0.9999990000010001,0.08333332638888948,12,25.0,42.0,12,5,12,26,0,5.75
Because tourism has always had a history of continued growth and resilience,0,0,0.0,0.0,12,25.0,40.0,12,4,12,26,0,5.333333333333333
Blackcoffer Insights 17 Sukriti Shalini ICFAI Business School Bengaluru,0,0,0.0,0.0,9,66.66666666666666,55.06666666666666,9,6,9,23,0,7.0
India has been beset by financial scams since Independence,0,2,-0.99999950000025,0.22222219753086697,9,33.33333333333333,36.53333333333333,9,3,9,20,0,5.555555555555555
Every 4-5 years Indian citizens hear about so many trillions of public money being misappropriated and eventually lost by people who the public is supposed to start,0,1,-0.9999990000010001,0.037037035665294975,27,22.22222222222222,74.4888888888889,27,8,27,52,0,5.111111111111111
In this article with examples I would like to point out that there are two factors to scams like Nirav Modi the complicity of actors within the financial industry and the systemic loopholes in an emerging financial system that has been used for scams like Nirav Modi,3,3,0.0,0.12765957175192402,47,10.638297872340425,110.65531914893619,47,7,47,83,1,4.680851063829787
The first financial scam of Independent India was found in 1958 when Feroze Gandhi MP found that In 1957 Haridas Mundhra got the government-owned Life Insurance Corporation LIC to invest Rs,0,1,-0.9999990000010001,0.032258063475546335,31,22.58064516129032,84.63225806451612,31,8,31,56,0,5.129032258064516
12,0,0,0.0,0.0,1,0.0,0.8,1,0,1,0,0,2.0
4 million about US$3,0,0,0.0,0.0,6,33.33333333333333,21.333333333333332,6,2,6,7,1,2.8333333333333335
2 million at the time in the shares of six troubled companies of whom Mundhra held a large number of shares which he was trying to boost by rigging the market,1,1,0.0,0.06451612695109267,31,3.225806451612903,64.49032258064516,31,3,31,45,0,4.129032258064516
The investment was done under governmental pressure and bypassed the LICs investment committee which was informed of this decision only after the deal had gone through,0,0,0.0,0.0,26,23.076923076923077,76.03076923076922,26,7,26,50,0,5.461538461538462
In the event LIC lost most of the money,0,1,-0.9999990000010001,0.11111109876543349,9,0.0,15.600000000000001,9,0,9,11,0,3.4444444444444446
Several leading stockbrokers who were on the LIC Investment Committee testified that the investment could not have been made for the purpose of propping up the market as was claimed by the Finance Ministry and that had the LIC consulted the Investment Committee they would have pointed out Mundhras forged shares episode from 1956,1,1,0.0,0.037037036351165994,54,20.37037037037037,140.14814814814815,54,15,54,100,0,5.12962962962963
The Finance Minister T,0,0,0.0,0.0,4,50.0,28.8,4,2,4,7,0,4.75
T,0,0,0.0,0.0,1,0.0,0.4,1,0,1,0,0,1.0
Krishnamachari in his testimony tried to distance himself from the LIC decision implying that it may have been taken by the Finance Secretary but Justice M,0,0,0.0,0.0,26,26.923076923076923,72.76923076923077,26,7,26,47,0,5.0
